clear_cut_group,anomaly_score
16,-0.16682164957087176
44,-0.17556115453578297
52,0.08125022777414315
88,0.03099875127968965
123,-0.02378502988451897
132,0.10432357755936938
135,-0.12741161531408401
142,0.1690569806028851
144,0.21666508122257866
194,-0.10855461277901834
232,-0.038454829107750665
238,0.18977207494463844
246,0.07096825274190843
251,0.022286637004262033
252,0.06396082074465492
254,-0.17556115453578297
258,-0.14019102361220276
271,-0.04080959656644412
348,-0.17556115453578297
444,0.04502228413296139
471,0.049798618325860966
502,0.06669068334691419
509,-0.0027386066034217893
239732,-0.17556115453578297
531,-0.03084068633375875
541,-0.057568538206293374
545,0.09138648381746273
586,-0.17556115453578297
608,-0.17556115453578297
611,0.1026106127234051
697,0.2093020978593918
782,-0.17137201475461156
785,-0.15674335279107
799,-0.17556115453578297
809,-0.17556115453578297
819,-0.1653660458144035
872,-0.08949498188341065
873,-0.17556115453578297
877,0.04291323674149261
921,-0.17556115453578297
934,0.015048978380374445
944,-0.06547459525894495
951,-0.17556115453578297
953,-0.015012566435768093
958,-0.05826650170264697
961,-0.17556115453578297
979,-0.03764958452932393
1012,0.15966932049489535
1025,-0.053623512440675314
1030,-0.06373745886256538
1042,-0.17556115453578297
1051,-0.17556115453578297
1061,-0.020844872004580406
1072,-0.04301692860212847
1089,-0.049654108859899126
1098,-0.05084896660001437
1119,-0.017534636328856323
1122,-0.003656737631436424
1130,-0.03233958287903199
1153,0.058930603769722034
1160,0.021616976602466753
1191,-0.06610627605388825
1228,0.10692847748776091
1258,0.0297380301588398
239769,-0.17556115453578297
1285,0.05598688522257633
1334,0.26237927390276883
1362,-0.17556115453578297
1363,-0.17556115453578297
1425,-0.10630381744239426
1462,-0.1337342116600415
1480,0.050557187126511804
1487,-0.17556115453578297
1492,-0.08692339870699095
1493,-0.17556115453578297
1500,-0.17556115453578297
1499,-0.17556115453578297
1501,-0.17556115453578297
1527,-0.08929986687483221
1535,-0.17556115453578297
1502,-0.17556115453578297
1536,-0.17556115453578297
1537,-0.17556115453578297
1542,-0.17556115453578297
1546,-0.17556115453578297
1544,-0.17556115453578297
1552,-0.06027515580381082
1582,-0.17556115453578297
1584,0.004726835036635291
1586,-0.17556115453578297
1613,0.07720731049585061
1621,-0.015658316524515048
1625,-0.02929023127892627
1656,0.18582564236675037
1663,-0.008651565931453942
1671,-0.17556115453578297
1672,-0.17556115453578297
1697,-0.1520847148759994
1725,-0.11303494680419818
1726,0.24537733323784372
1781,-0.13955208759504217
1795,0.12498833850719815
1805,-0.03045307672680636
1824,-0.04211192378760026
1841,0.031084631740238455
1842,-0.09190404478683345
1851,-0.17556115453578297
1868,-0.14514984495166916
1890,0.14205698095099428
1905,-0.006226746021912477
1916,0.1116586221946616
1921,-0.17556115453578297
1945,0.0072443741095694625
1948,-0.17556115453578297
1950,-0.17556115453578297
1972,-0.00274690374808062
1970,-0.16960411640594925
2010,0.055154880508731186
2027,-0.17556115453578297
2031,-0.1018592625699632
2040,0.19042809044767683
2058,-0.17556115453578297
2086,-0.17556115453578297
2088,0.12567960534797584
2111,-0.17556115453578297
2123,0.06725323602957112
2127,-0.17556115453578297
2140,0.06526305546874966
2145,0.11023620084895835
2152,-0.17556115453578297
2154,0.058984507855366686
2180,-0.030005535027031904
2190,-0.07403914613666462
2191,0.0035029609947528906
2195,0.04619503152127735
2200,0.018563388721016594
2220,-0.17556115453578297
2227,0.29181913456144126
2226,0.0741765263615356
2229,-0.05078297079465077
2232,0.07821602105146774
2251,0.11989485919918119
2271,0.04993815009964986
2273,0.17980550593130773
2197,0.055601332281941085
2179,-0.059390188946708666
2309,-0.17556115453578297
2312,-0.1526721663834953
2344,-0.020149275942419498
2364,0.09374891560481557
2428,-0.031204263380183728
2430,-0.11781855230603366
2438,0.008208615503070948
2436,-0.17556115453578297
2440,0.0163771574462398
2452,0.04316979086261996
2477,0.1786047565568366
2509,-0.17556115453578297
2514,-0.1690207827135341
2515,-0.17556115453578297
2521,-0.17556115453578297
2553,-0.14276411831960284
2554,-0.04864748668193786
2577,-0.1359165021634937
2589,-0.024341460569048734
2591,-0.12864446603771118
2628,-0.017920438416423823
2632,-0.02093072601770818
2639,-0.03809773041596559
2646,0.13970245859468422
2656,0.12092954073152429
2657,-0.048738815141735614
2699,0.016258643183629573
2704,-0.03616563897579522
2712,0.13223491688001354
2722,0.10280068001555576
2775,-0.10042571168585557
2781,-0.01252051495887846
2787,0.022152145616511354
239861,0.09501227872786655
2828,-0.033434205894871394
2829,0.0008922374313662385
2880,-0.06168479707274216
2909,-0.07870706122642168
2911,-0.055599481542062845
2964,-0.044541260978057495
2972,0.07282746506254423
2986,0.04242402841022752
3019,-0.10429900399061182
3016,-0.051871878116185655
2971,0.056842486307192686
3062,0.11582693659822241
3129,0.04954665470010411
3143,-0.04743167070832399
3193,0.09714849636642442
3233,0.12690530351544527
3234,0.043534875262293826
3235,0.11311637760656701
3236,0.18173176806826874
3251,0.029698938919254236
3273,-0.008128201554866765
3291,0.005373308964290446
3306,0.020808656745162746
3308,-0.003842059842029011
3316,0.0048167498838436185
3325,0.02442503972433785
3327,0.1774591288017603
3321,-0.053219812708607095
3339,0.05386186037364371
3340,-0.128276076839328
3347,0.0037273662013398434
3348,-0.026262952347055002
3361,0.08972906499820577
3376,0.12067439812259895
3380,0.052789169641669687
3386,-0.0443078399856906
3394,-0.042726122332175154
3396,0.1601238631461156
3409,0.24729560275495865
3411,0.27695977815410133
3415,0.15968939821430028
3422,0.1347178723462228
3426,0.05373520282836197
3433,0.08299213426721075
3434,0.16648705887396498
3445,-0.05364082306570167
3453,0.12734834051528
3458,0.22635886819972728
3459,-0.026377150318195486
3460,0.2939649729032484
3464,0.050938711718079066
3467,0.015704261507979544
3509,0.04300611169428081
3512,0.05757029233992006
3514,0.057861723111476304
3520,0.020050975962586093
3521,-0.030038594635399096
3527,0.14762048618910972
3530,0.1931136075340727
3534,0.25723853046050504
3536,0.21157471338924438
3540,0.14989361262152168
3568,-0.17556115453578297
3596,0.2372319033751943
3599,-0.04494957328112653
3648,0.09759784488223977
3708,-0.00022764299847743974
3715,0.02840855601807246
3714,0.027387996177769547
3716,0.040225691276001174
3736,0.03868953076800219
3764,-0.023407982213045186
3844,0.01587829687919995
3861,0.12637113401191336
3889,-0.0377125882883696
3919,-0.04396045209173033
3921,0.03634316960951278
3927,-0.17556115453578297
4020,0.036962826567389806
4028,-0.05492149017668957
4036,0.015735041664621918
4091,-0.17556115453578297
4100,-5.473675443706805e-05
4110,0.059036628492311394
4115,0.04341893132375019
4118,-0.17556115453578297
4135,0.24191923920690472
4145,-0.018260151669243718
4158,-0.15981850727665864
4168,0.023106865861398873
4171,-0.12464986924271798
4201,-0.07492024267342595
4221,-0.06751406083370926
4225,-0.11576517658130514
4227,-0.17556115453578297
4231,-0.042066955643456194
4239,0.04682328571654182
4264,-0.05405562081780241
4277,-0.03164487786749659
4289,0.22899624429359966
4300,-0.032556918200237095
4335,-0.06876956565369069
4355,0.12199779863142168
4359,-0.17556115453578297
4366,-0.1017199370319345
4364,-0.09627902634766339
4372,-0.17556115453578297
4369,-0.09709401499570708
4388,0.05515463902961015
4423,-0.16682164957087176
4420,0.016989588213800144
4429,-0.011685127566986142
4440,-0.060684086404377946
4439,0.01497753798361956
4451,-0.03748030339436409
4452,-0.15616931418263647
4487,-0.07267304448030637
4489,0.3091495536743952
4503,0.08986064282823936
4506,-0.06832133563979248
4515,0.0360218203212761
4516,0.07500338659888928
4517,0.07084168285604853
4519,-0.09152290635514337
4569,0.27485989952103196
4586,-0.1062372077591403
4587,-0.14275035088794097
4590,-0.05270850855469
4596,0.24516818163502363
4608,0.09459087370169483
4640,-0.03399423623442205
4648,0.17123194274887932
4656,0.03856875615098421
4664,0.14123911641823828
4665,-0.020589196472698412
4707,-0.09632817496393481
4708,0.008930223898077516
4711,-0.007643379202273259
4714,0.03192321274465826
4719,-0.03802716748711549
4710,-0.010035637182494228
4729,0.0015036714151854813
4730,-0.056303894374635954
4734,0.011071159171236467
4769,-0.17556115453578297
4826,-0.17556115453578297
4835,-0.076723145557407
4836,-0.07000555508280065
4849,-0.1437378472123994
4851,0.09565836444843778
4853,0.05861773289902772
4887,0.11394965026796489
4911,-0.06442918823204896
4914,0.003442291772607353
4922,-0.03727656423831338
4924,-0.08494791970851046
4933,0.02589014847982174
4936,0.17364172969571057
4952,-0.039708571309287455
4954,0.17483107652393992
5014,-0.04725310554405571
5056,0.005511637227157418
5061,0.009068649296229081
5067,0.11013688052450044
5068,0.01684862294267575
5072,-0.025626400685356154
5073,0.026690301760213586
5076,0.037310801290686535
5081,0.0611488228066408
5103,-0.10363317802359878
5116,-0.057648561616842176
5209,0.01395337644318928
5258,0.06768987302192375
5291,-0.17556115453578297
5338,0.03132004640984787
5334,-0.023163955565912386
5348,-0.016121532668536276
5362,-0.17556115453578297
5363,-0.14726391680699608
5366,-0.17556115453578297
5419,-0.009683243050742474
5429,-0.03548362514723252
5460,-0.17556115453578297
5483,-0.042554782394873314
5486,-0.17556115453578297
5517,-0.17556115453578297
5545,-0.056776156413328116
5557,-0.145887661587649
5561,-0.10407619579997524
5564,-0.15160373406557254
5610,-0.030272699347611787
5634,-0.17556115453578297
5644,-0.17556115453578297
5668,-0.03440780807739102
5617,0.034590214347172354
5676,-0.14818131092351383
5687,-0.1245259052640802
5702,-0.045783235422671764
5725,-0.022363552944796417
5733,0.02540424616955772
5755,-0.17556115453578297
5766,-0.030538313138629536
5769,-0.07746803142738473
5800,-0.05652243958270564
5815,-0.04110407591382503
5820,5.7943042939268e-05
5826,0.14933781095616938
5834,0.252207944690944
5876,-0.10426072006816994
5917,0.10714561251723942
5914,-0.17556115453578297
5922,-0.17556115453578297
5992,0.051561730211039825
6047,-0.17556115453578297
6074,-0.17556115453578297
6083,-0.17556115453578297
6108,-0.17556115453578297
6216,-0.17556115453578297
6248,-0.012001912512122126
