clear_cut_group,anomaly
19071,pas d'anomalie
19088,pas d'anomalie
19115,pas d'anomalie
19117,anomalie faible
19136,pas d'anomalie
19138,pas d'anomalie
19145,pas d'anomalie
19146,pas d'anomalie
19147,pas d'anomalie
19155,pas d'anomalie
19168,pas d'anomalie
19170,pas d'anomalie
19177,pas d'anomalie
19180,pas d'anomalie
19182,pas d'anomalie
19183,pas d'anomalie
19193,pas d'anomalie
19194,pas d'anomalie
19258,pas d'anomalie
19270,pas d'anomalie
19338,pas d'anomalie
19348,pas d'anomalie
19349,pas d'anomalie
19393,pas d'anomalie
19435,pas d'anomalie
19437,pas d'anomalie
19445,pas d'anomalie
19478,pas d'anomalie
19481,pas d'anomalie
19503,pas d'anomalie
19509,pas d'anomalie
19542,pas d'anomalie
19567,pas d'anomalie
19595,pas d'anomalie
19610,anomalie faible
19659,pas d'anomalie
19663,pas d'anomalie
19671,pas d'anomalie
19670,pas d'anomalie
19692,pas d'anomalie
19708,pas d'anomalie
19711,pas d'anomalie
19713,pas d'anomalie
19725,pas d'anomalie
19737,pas d'anomalie
19568,pas d'anomalie
19797,pas d'anomalie
19802,pas d'anomalie
19803,pas d'anomalie
19837,pas d'anomalie
19849,pas d'anomalie
19860,pas d'anomalie
19886,pas d'anomalie
19896,pas d'anomalie
19897,pas d'anomalie
19908,pas d'anomalie
19939,pas d'anomalie
19913,pas d'anomalie
19944,pas d'anomalie
19953,pas d'anomalie
19958,pas d'anomalie
19962,pas d'anomalie
19955,pas d'anomalie
19965,pas d'anomalie
19998,pas d'anomalie
20038,pas d'anomalie
20040,pas d'anomalie
20043,pas d'anomalie
20048,pas d'anomalie
20047,pas d'anomalie
20059,pas d'anomalie
20089,pas d'anomalie
20090,pas d'anomalie
20094,pas d'anomalie
20153,pas d'anomalie
20154,pas d'anomalie
20173,pas d'anomalie
20188,pas d'anomalie
20190,pas d'anomalie
20196,pas d'anomalie
20204,anomalie faible
20205,pas d'anomalie
20207,pas d'anomalie
20209,anomalie faible
20215,pas d'anomalie
20225,pas d'anomalie
20239,pas d'anomalie
20266,pas d'anomalie
20279,pas d'anomalie
20287,pas d'anomalie
20359,pas d'anomalie
20375,anomalie moyenne
20386,pas d'anomalie
20392,pas d'anomalie
20399,anomalie forte
20427,pas d'anomalie
20437,pas d'anomalie
20442,pas d'anomalie
20443,pas d'anomalie
20444,pas d'anomalie
20474,pas d'anomalie
20479,pas d'anomalie
20489,pas d'anomalie
20491,pas d'anomalie
20497,pas d'anomalie
20498,pas d'anomalie
20502,pas d'anomalie
20525,pas d'anomalie
20538,pas d'anomalie
20597,pas d'anomalie
20610,pas d'anomalie
20646,pas d'anomalie
20648,pas d'anomalie
20650,pas d'anomalie
20621,pas d'anomalie
20668,pas d'anomalie
20672,pas d'anomalie
20674,pas d'anomalie
20688,pas d'anomalie
20690,pas d'anomalie
20695,pas d'anomalie
20700,pas d'anomalie
20707,pas d'anomalie
20718,pas d'anomalie
20724,pas d'anomalie
20727,pas d'anomalie
20729,pas d'anomalie
20748,pas d'anomalie
20809,pas d'anomalie
20810,pas d'anomalie
20811,pas d'anomalie
20812,pas d'anomalie
20814,pas d'anomalie
20825,pas d'anomalie
20829,pas d'anomalie
20830,pas d'anomalie
20832,pas d'anomalie
20860,pas d'anomalie
20878,pas d'anomalie
20889,pas d'anomalie
20891,pas d'anomalie
20913,pas d'anomalie
20912,pas d'anomalie
20918,pas d'anomalie
20928,pas d'anomalie
20961,pas d'anomalie
20983,pas d'anomalie
19634,pas d'anomalie
20996,pas d'anomalie
21002,pas d'anomalie
21021,pas d'anomalie
21040,anomalie forte
21043,pas d'anomalie
21052,pas d'anomalie
21055,pas d'anomalie
21063,pas d'anomalie
21069,pas d'anomalie
21090,pas d'anomalie
21100,pas d'anomalie
21101,pas d'anomalie
21108,pas d'anomalie
21109,pas d'anomalie
21111,pas d'anomalie
21118,pas d'anomalie
21120,pas d'anomalie
21117,pas d'anomalie
21113,pas d'anomalie
21136,pas d'anomalie
21141,anomalie faible
21140,anomalie forte
21179,pas d'anomalie
21187,pas d'anomalie
21197,pas d'anomalie
21198,pas d'anomalie
21218,pas d'anomalie
21223,anomalie faible
21224,pas d'anomalie
21231,pas d'anomalie
21235,pas d'anomalie
21250,pas d'anomalie
21259,pas d'anomalie
21260,pas d'anomalie
21265,anomalie moyenne
21300,pas d'anomalie
21315,pas d'anomalie
21339,pas d'anomalie
21346,pas d'anomalie
21348,pas d'anomalie
21358,pas d'anomalie
21362,pas d'anomalie
21363,pas d'anomalie
21365,pas d'anomalie
21370,pas d'anomalie
21376,pas d'anomalie
21441,pas d'anomalie
21449,pas d'anomalie
21452,pas d'anomalie
21301,pas d'anomalie
21489,pas d'anomalie
21493,anomalie moyenne
21525,pas d'anomalie
21526,pas d'anomalie
21540,pas d'anomalie
21545,pas d'anomalie
21578,pas d'anomalie
21583,pas d'anomalie
21586,pas d'anomalie
21588,anomalie faible
21590,pas d'anomalie
21608,pas d'anomalie
21617,pas d'anomalie
21621,pas d'anomalie
21625,pas d'anomalie
21630,pas d'anomalie
21636,pas d'anomalie
21639,pas d'anomalie
21641,pas d'anomalie
21644,anomalie moyenne
21651,pas d'anomalie
21653,pas d'anomalie
21654,pas d'anomalie
21655,anomalie forte
21658,pas d'anomalie
21663,pas d'anomalie
21670,pas d'anomalie
21675,anomalie moyenne
21705,pas d'anomalie
21763,pas d'anomalie
21773,anomalie forte
21785,pas d'anomalie
21793,pas d'anomalie
21832,pas d'anomalie
21840,pas d'anomalie
21854,pas d'anomalie
21881,pas d'anomalie
21887,pas d'anomalie
21888,pas d'anomalie
21914,pas d'anomalie
21939,pas d'anomalie
21940,pas d'anomalie
21949,pas d'anomalie
21951,pas d'anomalie
21955,pas d'anomalie
21992,pas d'anomalie
22044,anomalie forte
22061,anomalie faible
22076,pas d'anomalie
22080,pas d'anomalie
22088,pas d'anomalie
22089,pas d'anomalie
22090,anomalie moyenne
22093,pas d'anomalie
22095,pas d'anomalie
22091,pas d'anomalie
22108,pas d'anomalie
22113,pas d'anomalie
22145,pas d'anomalie
22156,pas d'anomalie
22170,pas d'anomalie
22172,pas d'anomalie
22192,pas d'anomalie
22208,pas d'anomalie
22213,anomalie faible
22225,pas d'anomalie
22227,pas d'anomalie
22229,pas d'anomalie
22256,pas d'anomalie
22268,pas d'anomalie
22312,pas d'anomalie
22315,pas d'anomalie
22328,pas d'anomalie
22329,pas d'anomalie
22334,pas d'anomalie
22345,pas d'anomalie
22350,anomalie faible
22367,pas d'anomalie
22377,pas d'anomalie
22356,pas d'anomalie
22401,pas d'anomalie
22438,pas d'anomalie
22451,pas d'anomalie
22453,pas d'anomalie
22471,pas d'anomalie
22444,anomalie faible
22511,pas d'anomalie
22517,anomalie faible
22518,pas d'anomalie
22520,pas d'anomalie
22522,pas d'anomalie
22523,pas d'anomalie
22536,pas d'anomalie
22543,pas d'anomalie
22555,pas d'anomalie
22567,anomalie faible
22573,pas d'anomalie
22575,pas d'anomalie
22579,pas d'anomalie
22595,pas d'anomalie
22622,pas d'anomalie
22644,pas d'anomalie
22662,pas d'anomalie
22686,pas d'anomalie
22687,pas d'anomalie
22741,pas d'anomalie
22743,pas d'anomalie
22751,pas d'anomalie
22771,pas d'anomalie
22791,pas d'anomalie
22806,pas d'anomalie
22820,pas d'anomalie
22825,pas d'anomalie
22826,pas d'anomalie
22842,pas d'anomalie
22844,pas d'anomalie
22847,pas d'anomalie
22849,pas d'anomalie
22850,pas d'anomalie
22851,pas d'anomalie
22864,anomalie forte
22874,pas d'anomalie
22845,pas d'anomalie
22878,pas d'anomalie
22876,pas d'anomalie
22879,pas d'anomalie
22886,pas d'anomalie
22887,pas d'anomalie
22893,pas d'anomalie
22908,pas d'anomalie
22921,pas d'anomalie
22925,pas d'anomalie
22927,pas d'anomalie
22930,pas d'anomalie
22978,anomalie faible
22979,pas d'anomalie
22987,pas d'anomalie
22990,pas d'anomalie
23003,pas d'anomalie
23012,pas d'anomalie
23017,pas d'anomalie
23055,anomalie faible
23056,pas d'anomalie
23057,pas d'anomalie
23058,pas d'anomalie
23100,pas d'anomalie
23127,pas d'anomalie
23143,pas d'anomalie
23158,pas d'anomalie
23163,pas d'anomalie
23164,pas d'anomalie
23167,pas d'anomalie
23175,pas d'anomalie
23176,pas d'anomalie
23173,pas d'anomalie
23191,pas d'anomalie
23204,pas d'anomalie
23215,pas d'anomalie
23217,pas d'anomalie
23226,pas d'anomalie
23239,pas d'anomalie
23249,pas d'anomalie
23268,pas d'anomalie
23272,pas d'anomalie
23280,pas d'anomalie
23296,pas d'anomalie
23302,pas d'anomalie
23314,pas d'anomalie
23320,pas d'anomalie
23328,anomalie faible
23333,pas d'anomalie
23337,pas d'anomalie
23349,pas d'anomalie
23361,pas d'anomalie
23363,pas d'anomalie
23369,pas d'anomalie
23389,pas d'anomalie
23407,pas d'anomalie
23408,pas d'anomalie
23415,pas d'anomalie
23418,pas d'anomalie
23420,pas d'anomalie
23431,anomalie faible
23450,anomalie faible
23447,pas d'anomalie
23453,anomalie faible
23427,pas d'anomalie
23460,pas d'anomalie
23468,pas d'anomalie
23479,pas d'anomalie
23485,pas d'anomalie
23489,pas d'anomalie
23491,pas d'anomalie
23492,pas d'anomalie
23505,anomalie faible
23509,pas d'anomalie
23515,pas d'anomalie
23557,pas d'anomalie
23564,pas d'anomalie
23582,pas d'anomalie
23603,pas d'anomalie
23614,pas d'anomalie
23626,pas d'anomalie
23627,anomalie faible
23630,pas d'anomalie
23632,pas d'anomalie
23638,pas d'anomalie
23641,pas d'anomalie
23646,pas d'anomalie
23651,pas d'anomalie
23662,pas d'anomalie
23666,pas d'anomalie
23693,pas d'anomalie
23708,pas d'anomalie
23728,pas d'anomalie
23732,pas d'anomalie
23735,anomalie forte
23739,pas d'anomalie
23740,pas d'anomalie
23741,pas d'anomalie
23747,pas d'anomalie
23763,pas d'anomalie
23766,pas d'anomalie
23781,pas d'anomalie
23813,pas d'anomalie
23829,pas d'anomalie
23856,pas d'anomalie
23863,pas d'anomalie
23866,pas d'anomalie
23867,pas d'anomalie
23870,pas d'anomalie
23878,pas d'anomalie
23877,pas d'anomalie
23883,pas d'anomalie
23910,pas d'anomalie
23919,pas d'anomalie
23936,pas d'anomalie
23969,pas d'anomalie
23971,pas d'anomalie
23976,pas d'anomalie
23991,pas d'anomalie
23994,pas d'anomalie
23989,pas d'anomalie
24012,pas d'anomalie
24014,pas d'anomalie
24032,pas d'anomalie
24078,pas d'anomalie
24086,pas d'anomalie
24093,anomalie faible
24096,pas d'anomalie
24100,pas d'anomalie
24111,pas d'anomalie
24112,pas d'anomalie
24137,pas d'anomalie
24169,pas d'anomalie
24179,pas d'anomalie
24207,pas d'anomalie
24209,pas d'anomalie
24226,pas d'anomalie
24231,pas d'anomalie
24232,pas d'anomalie
24260,pas d'anomalie
24276,pas d'anomalie
24278,pas d'anomalie
24279,pas d'anomalie
24289,pas d'anomalie
24290,pas d'anomalie
24311,pas d'anomalie
24316,pas d'anomalie
24321,pas d'anomalie
24324,pas d'anomalie
24332,pas d'anomalie
24351,pas d'anomalie
24355,pas d'anomalie
24356,pas d'anomalie
24357,pas d'anomalie
24376,pas d'anomalie
24377,pas d'anomalie
24388,pas d'anomalie
24399,pas d'anomalie
24401,pas d'anomalie
24411,pas d'anomalie
24418,pas d'anomalie
24419,pas d'anomalie
24445,pas d'anomalie
24446,pas d'anomalie
24448,pas d'anomalie
24459,pas d'anomalie
24475,pas d'anomalie
24484,pas d'anomalie
24486,pas d'anomalie
24496,pas d'anomalie
24502,pas d'anomalie
24504,pas d'anomalie
24505,pas d'anomalie
24514,pas d'anomalie
24547,pas d'anomalie
24559,pas d'anomalie
23869,pas d'anomalie
24593,pas d'anomalie
24600,pas d'anomalie
24614,pas d'anomalie
24646,anomalie moyenne
24648,pas d'anomalie
24652,pas d'anomalie
24655,pas d'anomalie
24656,pas d'anomalie
24657,pas d'anomalie
24680,pas d'anomalie
24703,pas d'anomalie
24704,pas d'anomalie
24719,pas d'anomalie
24721,pas d'anomalie
24728,pas d'anomalie
24742,pas d'anomalie
24757,pas d'anomalie
24781,pas d'anomalie
24803,pas d'anomalie
24806,anomalie faible
24845,pas d'anomalie
24862,pas d'anomalie
24863,pas d'anomalie
24866,pas d'anomalie
24874,pas d'anomalie
24906,anomalie faible
24914,pas d'anomalie
24915,pas d'anomalie
24951,pas d'anomalie
24972,pas d'anomalie
24973,pas d'anomalie
24979,pas d'anomalie
24986,pas d'anomalie
24998,pas d'anomalie
24999,pas d'anomalie
25005,pas d'anomalie
25022,pas d'anomalie
25030,pas d'anomalie
25035,pas d'anomalie
25043,pas d'anomalie
25047,pas d'anomalie
25049,pas d'anomalie
25052,pas d'anomalie
25064,pas d'anomalie
25076,pas d'anomalie
25078,pas d'anomalie
25079,pas d'anomalie
25090,pas d'anomalie
25093,pas d'anomalie
25134,pas d'anomalie
25141,pas d'anomalie
25142,pas d'anomalie
25153,pas d'anomalie
25155,pas d'anomalie
25129,anomalie forte
25176,pas d'anomalie
25178,pas d'anomalie
25184,pas d'anomalie
25194,pas d'anomalie
25196,pas d'anomalie
25212,pas d'anomalie
25215,pas d'anomalie
25219,pas d'anomalie
25231,pas d'anomalie
25255,pas d'anomalie
25267,pas d'anomalie
25276,pas d'anomalie
25279,pas d'anomalie
25280,pas d'anomalie
25289,pas d'anomalie
25290,pas d'anomalie
25296,pas d'anomalie
25307,anomalie faible
25309,pas d'anomalie
25330,pas d'anomalie
25332,pas d'anomalie
25331,pas d'anomalie
25361,pas d'anomalie
25355,pas d'anomalie
25344,pas d'anomalie
25379,pas d'anomalie
25403,pas d'anomalie
25405,pas d'anomalie
25412,pas d'anomalie
25413,pas d'anomalie
25421,pas d'anomalie
25436,pas d'anomalie
25441,pas d'anomalie
25443,pas d'anomalie
25458,pas d'anomalie
25460,pas d'anomalie
25469,pas d'anomalie
25465,pas d'anomalie
25471,pas d'anomalie
25476,pas d'anomalie
25499,pas d'anomalie
25500,pas d'anomalie
25508,pas d'anomalie
25517,pas d'anomalie
25530,pas d'anomalie
25554,anomalie forte
25552,pas d'anomalie
25567,pas d'anomalie
25577,anomalie forte
25579,pas d'anomalie
25581,pas d'anomalie
25586,pas d'anomalie
25597,pas d'anomalie
25598,pas d'anomalie
25629,pas d'anomalie
25644,anomalie faible
25647,pas d'anomalie
25657,pas d'anomalie
25664,pas d'anomalie
25666,pas d'anomalie
25669,pas d'anomalie
25595,pas d'anomalie
25673,pas d'anomalie
25678,pas d'anomalie
25681,pas d'anomalie
25685,anomalie forte
25709,pas d'anomalie
25710,pas d'anomalie
25744,pas d'anomalie
25759,pas d'anomalie
25762,pas d'anomalie
25770,pas d'anomalie
25794,pas d'anomalie
25796,pas d'anomalie
25820,pas d'anomalie
25827,pas d'anomalie
25828,anomalie faible
25830,pas d'anomalie
25836,pas d'anomalie
25845,anomalie faible
25848,pas d'anomalie
25862,pas d'anomalie
25867,pas d'anomalie
25869,pas d'anomalie
25879,anomalie faible
25893,pas d'anomalie
25894,pas d'anomalie
25909,pas d'anomalie
25913,pas d'anomalie
25923,pas d'anomalie
25917,anomalie faible
25940,pas d'anomalie
25988,pas d'anomalie
26016,pas d'anomalie
26035,pas d'anomalie
26042,pas d'anomalie
26056,pas d'anomalie
26062,pas d'anomalie
26068,anomalie faible
26069,pas d'anomalie
26071,pas d'anomalie
26049,pas d'anomalie
26077,pas d'anomalie
26079,pas d'anomalie
26090,pas d'anomalie
26096,pas d'anomalie
26100,pas d'anomalie
26119,pas d'anomalie
26123,anomalie faible
26128,pas d'anomalie
26136,pas d'anomalie
26138,pas d'anomalie
26150,pas d'anomalie
26158,pas d'anomalie
26175,pas d'anomalie
26181,pas d'anomalie
26191,pas d'anomalie
26200,pas d'anomalie
26207,pas d'anomalie
26216,pas d'anomalie
26097,pas d'anomalie
26248,pas d'anomalie
26258,pas d'anomalie
26260,pas d'anomalie
26265,pas d'anomalie
26271,pas d'anomalie
26275,pas d'anomalie
26282,pas d'anomalie
26288,pas d'anomalie
26290,pas d'anomalie
26303,pas d'anomalie
26307,pas d'anomalie
26328,pas d'anomalie
26329,pas d'anomalie
26335,pas d'anomalie
26341,pas d'anomalie
26358,pas d'anomalie
26365,pas d'anomalie
26366,pas d'anomalie
26369,pas d'anomalie
26390,pas d'anomalie
26397,pas d'anomalie
26403,pas d'anomalie
26410,pas d'anomalie
26435,pas d'anomalie
26436,pas d'anomalie
26455,pas d'anomalie
26467,pas d'anomalie
26471,pas d'anomalie
26483,pas d'anomalie
26498,pas d'anomalie
26509,pas d'anomalie
26516,pas d'anomalie
26518,pas d'anomalie
26524,pas d'anomalie
26531,pas d'anomalie
26529,pas d'anomalie
26537,pas d'anomalie
26544,pas d'anomalie
26557,pas d'anomalie
26574,anomalie faible
26587,pas d'anomalie
26601,pas d'anomalie
26606,pas d'anomalie
26607,pas d'anomalie
26614,pas d'anomalie
26622,pas d'anomalie
26658,pas d'anomalie
26665,pas d'anomalie
26661,pas d'anomalie
26673,pas d'anomalie
26702,pas d'anomalie
26759,pas d'anomalie
26768,pas d'anomalie
26772,pas d'anomalie
26779,pas d'anomalie
26792,anomalie moyenne
26793,anomalie faible
26802,pas d'anomalie
26803,pas d'anomalie
26811,pas d'anomalie
26815,pas d'anomalie
26819,pas d'anomalie
25892,pas d'anomalie
26852,pas d'anomalie
26866,pas d'anomalie
26874,pas d'anomalie
26876,pas d'anomalie
26883,pas d'anomalie
26897,pas d'anomalie
26907,pas d'anomalie
26910,pas d'anomalie
26915,pas d'anomalie
26706,anomalie moyenne
26966,pas d'anomalie
26972,pas d'anomalie
26977,pas d'anomalie
26980,pas d'anomalie
26981,pas d'anomalie
26985,pas d'anomalie
26991,pas d'anomalie
26995,pas d'anomalie
26997,pas d'anomalie
27008,pas d'anomalie
27009,pas d'anomalie
27016,pas d'anomalie
27024,anomalie faible
27030,pas d'anomalie
27032,anomalie moyenne
27037,pas d'anomalie
27035,pas d'anomalie
27039,pas d'anomalie
27042,pas d'anomalie
27054,pas d'anomalie
27068,pas d'anomalie
27086,pas d'anomalie
27089,pas d'anomalie
27098,pas d'anomalie
27103,pas d'anomalie
27106,anomalie faible
27107,anomalie moyenne
27110,pas d'anomalie
27125,pas d'anomalie
27132,pas d'anomalie
27154,pas d'anomalie
27164,pas d'anomalie
27168,pas d'anomalie
27214,pas d'anomalie
27224,pas d'anomalie
27240,pas d'anomalie
27247,pas d'anomalie
27250,pas d'anomalie
27261,pas d'anomalie
27263,pas d'anomalie
27274,pas d'anomalie
27302,pas d'anomalie
27318,pas d'anomalie
27335,pas d'anomalie
27377,pas d'anomalie
27381,pas d'anomalie
27397,pas d'anomalie
27398,pas d'anomalie
27404,pas d'anomalie
27409,pas d'anomalie
27415,anomalie moyenne
27421,pas d'anomalie
27423,pas d'anomalie
27440,pas d'anomalie
27458,pas d'anomalie
27363,pas d'anomalie
27532,pas d'anomalie
27536,pas d'anomalie
27539,pas d'anomalie
27561,pas d'anomalie
27578,anomalie faible
27577,pas d'anomalie
27591,pas d'anomalie
27596,pas d'anomalie
27612,anomalie forte
27616,pas d'anomalie
27618,pas d'anomalie
27622,pas d'anomalie
27626,pas d'anomalie
27631,pas d'anomalie
27632,pas d'anomalie
27645,pas d'anomalie
27655,pas d'anomalie
27657,pas d'anomalie
27666,pas d'anomalie
27671,pas d'anomalie
27672,pas d'anomalie
27702,pas d'anomalie
27713,pas d'anomalie
27728,pas d'anomalie
27735,pas d'anomalie
27730,pas d'anomalie
27740,pas d'anomalie
27748,pas d'anomalie
27768,anomalie moyenne
27800,pas d'anomalie
27813,pas d'anomalie
27821,pas d'anomalie
27827,pas d'anomalie
27842,pas d'anomalie
27861,pas d'anomalie
27890,pas d'anomalie
27916,pas d'anomalie
27917,pas d'anomalie
27925,pas d'anomalie
27929,pas d'anomalie
27938,pas d'anomalie
27941,pas d'anomalie
27943,pas d'anomalie
27944,pas d'anomalie
27946,pas d'anomalie
27078,pas d'anomalie
27950,pas d'anomalie
27954,pas d'anomalie
27957,anomalie faible
27959,pas d'anomalie
27960,pas d'anomalie
27963,anomalie forte
27972,anomalie faible
27975,pas d'anomalie
27979,anomalie faible
27980,pas d'anomalie
27981,pas d'anomalie
27984,pas d'anomalie
27993,pas d'anomalie
27997,pas d'anomalie
28026,pas d'anomalie
28035,pas d'anomalie
28040,pas d'anomalie
28045,pas d'anomalie
28046,pas d'anomalie
28047,anomalie forte
28052,pas d'anomalie
28053,pas d'anomalie
28060,pas d'anomalie
28076,pas d'anomalie
28088,pas d'anomalie
28095,pas d'anomalie
28102,pas d'anomalie
28123,pas d'anomalie
28133,pas d'anomalie
28137,pas d'anomalie
28145,pas d'anomalie
28148,pas d'anomalie
28158,anomalie faible
28161,pas d'anomalie
28174,pas d'anomalie
28201,pas d'anomalie
28203,pas d'anomalie
28205,pas d'anomalie
28151,pas d'anomalie
28226,pas d'anomalie
28253,pas d'anomalie
28257,pas d'anomalie
24417,anomalie faible
28269,pas d'anomalie
28272,pas d'anomalie
28277,pas d'anomalie
28279,anomalie faible
28285,pas d'anomalie
28299,pas d'anomalie
28309,pas d'anomalie
28312,pas d'anomalie
28351,pas d'anomalie
28361,pas d'anomalie
28363,pas d'anomalie
28366,pas d'anomalie
28367,pas d'anomalie
28395,pas d'anomalie
28397,pas d'anomalie
28403,anomalie faible
28412,pas d'anomalie
28416,pas d'anomalie
28419,pas d'anomalie
28422,pas d'anomalie
28457,pas d'anomalie
28450,pas d'anomalie
28484,pas d'anomalie
28522,pas d'anomalie
28523,pas d'anomalie
28527,pas d'anomalie
28540,pas d'anomalie
28541,pas d'anomalie
28552,pas d'anomalie
28553,pas d'anomalie
28563,anomalie forte
28567,pas d'anomalie
28610,pas d'anomalie
28644,pas d'anomalie
28654,pas d'anomalie
28657,pas d'anomalie
28669,pas d'anomalie
28664,pas d'anomalie
28684,pas d'anomalie
28689,pas d'anomalie
28705,anomalie faible
28718,pas d'anomalie
28731,pas d'anomalie
28759,pas d'anomalie
28795,pas d'anomalie
28800,pas d'anomalie
28806,pas d'anomalie
28810,pas d'anomalie
28831,pas d'anomalie
28857,anomalie moyenne
28861,pas d'anomalie
28860,pas d'anomalie
28870,pas d'anomalie
28876,pas d'anomalie
28884,anomalie moyenne
28886,pas d'anomalie
28899,pas d'anomalie
28910,pas d'anomalie
28917,pas d'anomalie
28929,pas d'anomalie
28939,pas d'anomalie
28954,pas d'anomalie
28970,pas d'anomalie
28963,pas d'anomalie
28974,pas d'anomalie
28991,pas d'anomalie
29005,pas d'anomalie
29008,pas d'anomalie
29016,pas d'anomalie
29026,pas d'anomalie
29036,pas d'anomalie
29039,pas d'anomalie
29042,pas d'anomalie
29052,pas d'anomalie
29057,pas d'anomalie
29067,anomalie faible
29076,pas d'anomalie
29083,pas d'anomalie
29089,anomalie faible
29118,pas d'anomalie
29119,pas d'anomalie
29125,pas d'anomalie
29126,pas d'anomalie
29133,anomalie faible
